,ADDRESS,BATHS,BEDS,CITY,DAYS ON MARKET,DESC,HOA/MONTH,LATITUDE,LOCATION,LONGITUDE,LOT SIZE,PRICE,PROPERTY TYPE,SALE TYPE,SQUARE FEET,SQUAREFT,STATE,STATUS,URL,YEAR BUILT,ZIP,FAVORITED
223,4908 S 4th Ave Unit A,2.5,3,Everett,3,"Lowell District - Land included - Gorgeous 3 bedroom, 2.5 bath, 1300+ sq ft townhouse designed to maximize natural lighting with large attached garage and deck off master to enjoy the sweeping views of the Snohomish Valley and Cascade Mountain Range. Spacious kitchen with stainless steel appliances, dining room with slider to outside deck & backyard, built-in desk, master w/ attached bath & walk-in closet. This unit comes with a large, lush, beautiful 1/4+ parcel.",62.0,47.9532521,Lowell,-122.1980342,12840.0,312900,Townhouse,MLS Listing,1368.0,229.0,WA,Active,http://www.redfin.com/WA/Everett/4908-S-4th-Ave-98203/unit-A/home/28466982,2010.0,98203,N
224,20406 Lil Bear Creek Rd #203,2.0,3,Woodinville,3,"Woodinville area, Nice Double Wide modular home, 1344 sq ft, with 3 bedrooms, 2 baths in wonderful All age park in the highly acclaimed Northshore School District with 2 new schools being built near by. Situated in quiet back area of Park & Home has fully covered back deck w/ peaceful setting . In 2013 new roof and most appliances inc water heater. Home has been completely re plumbed. Large wood worker shop and other storage shed. Lot rent $600 ( inc. wtr/swr. / garb. ). Pets welcome.",0.0,47.8122839,Maltby,-122.1628655,,92500,Mobile/Manufactured Home,MLS Listing,1344.0,69.0,WA,Active,http://www.redfin.com/WA/Woodinville/20406-Little-Bear-Creek-Rd-98072/unit-203/home/2872863,1980.0,98072,N
225,21507 42nd Ave S Unit K2,2.5,3,SeaTac,3,"Lovely Townhome at quiet River Ridge community. 3 Beds, 2.5 Baths with Mt Rainier & Territorial View. Only 2 unit bldg in River Ridge. Master Bedroom w/ Walk-in Closet. Lots of storage. 2 Car Garage w/ remotes, Patio for Summer BBQ's. Community Features Playground, Basketball & Tennis Court. Close to River walk and bike paths. HOA Dues include all ground maintenance, which means low maintenance for you. Minutes to I-5, Hwy 167, SeaTac Airport, light rail, and Amazon Fulfillment Center.",394.0,47.4090047,Riverview,-122.2831035,380761.0,388000,Townhouse,MLS Listing,1871.0,207.0,WA,Active,http://www.redfin.com/WA/SeaTac/21507-42nd-Ave-S-98198/unit-K2/home/2087777,2004.0,98198,N
226,6527 128th Place SW,2.5,3,Edmonds,3,"Beyond beautiful, this home sets the stage for grand gatherings & easy living. Inviting entryway w/ etched glass front doors. Fabulous chef’s kitchen w/ slab granite, under cabinet lighting as well as countertop seating. Family room w/ a floor to ceiling stone fireplace place. Sizeable master suite w/ a 5-piece spa inspired bath. Main floor office, large bonus room & an additional office nook at the top of the stairs- Private patio w/ a water feature. Lives new! WOW!",70.0,47.88232120000001,Picnic Point,-122.322224,4567.0,639950,Single Family Residential,MLS Listing,2410.0,266.0,WA,Active,http://www.redfin.com/WA/Edmonds/6527-128th-Pl-SW-98026/unit-1/home/39593624,2011.0,98026,N
227,588 Bell St Unit 3506S,1.75,2,Seattle,3,"Exhilarating views of the Sound, Lake and Olympics from this elegant end unit. Away from DT bustle, yet near everything for your lifestyle. Best 2 BR flrplan with Hardwoods throughout, CA closets, convenient automated shades w/ warranty. Beautiful views pour through every window- very light and bright. Spacious DR & LR w/ Views. Separate Off/Den. Master/ King bed, Guest / Queen. Relax on the Deck with views of the Sound, Lake Union & Mts. Famous Insignia Amenities! Coveted larger 2 car Pking.",1179.0,47.6164498,Belltown,-122.3428091,,2350000,Condo/Co-op,MLS Listing,1523.0,1543.0,WA,Active,http://www.redfin.com/WA/Seattle/588-Bell-St-98121/unit-3506S/home/59455362,2015.0,98121,N
228,10425 22nd Ave SW,,0,Seattle,3,"An opportunity to build your dream home in a quiet neighborhood on a flat lot. Tons of privacy yet close to bustling White Center, Burien, & Westwood Village. There is a large garage on the property that is perfect for car or boat storage, music, or art studio. Side sewer already installed! Permit fee paid to Seattle City Light for Electrical pole. Ready, set, go!",0.0,47.509397,Shorewood,-122.36273,7650.0,185000,Vacant Land,MLS Listing,,,WA,Active,http://www.redfin.com/WA/Seattle/10425-22nd-Ave-SW-98146/home/22486218,,98146,N
229,4002 S 175th St,2.0,4,SeaTac,3,"Opportunity awaits in this 4 bed 2 bth + den home on spacious 13,000+ sqft corner lot. Features include a recently updated kitchen, bth & roof. Master has full bth en-suite w/ working hot tub in adjacent room. Basement offers spacious great room with tons of storage. Fully fenced yard, RV & boat parking with detached 2 car garage complete this one of a kind home. Great location close to all types of transit, parks, schools, restaurants & more.",0.0,47.4464303,SeaTac,-122.2826599,13950.0,424915,Single Family Residential,MLS Listing,2370.0,179.0,WA,Active,http://www.redfin.com/WA/SeaTac/4002-S-175th-St-98188/home/340617,1947.0,98188,N
230,12052 157th Ct NE,2.5,4,Redmond,3,"Immaculately maintained Burnstead resale in desirable Kensington neighborhood, located on a nice cul-de-sac! Extensive luxury upgrades throughout. Enjoy valley views from the kitchen, great room and upper level. One of the largest kitchen plans in the development provides a chef's kitchen with slab countertops, stainless steel appliances, 5 burner gas cooktop and huge kitchen island. Fully fenced, private back yard. Minutes to Redmond and Woodinville Wine Country. Spacious 3 car garage.",38.0,47.707914,Education Hill,-122.1307986,6358.0,1335000,Single Family Residential,MLS Listing,3060.0,436.0,WA,Active,http://www.redfin.com/WA/Redmond/12052-157th-Ct-NE-98052/home/12301923,2007.0,98052,N
231,8025 D 15th Ave NW,2.75,3,Seattle,3,"Welcome to Juniper Hill. This new community of 2-3-4 Bed 2-3 bth townhomes are ideal for a convenient urban lifestyle. Thoughtfully designed by Sage Homes to maximize natural light & optimize interior space. Standout features include gourmet kitchens, spacious layouts, ductless mini splits for heating & cooling, rooftop decks w/ relaxing views perfect for entertaining & leave a minimal carbon footprint. A+ location close to restaurants, transit, great schools, parks & more. Being Built Green!",25.0,47.68763660000001,Crown Hill,-122.3771258,1011.0,959950,Townhouse,MLS Listing,2110.0,455.0,WA,Active,http://www.redfin.com/WA/Seattle/8025-15th-Ave-NW-98117/home/145563530,2018.0,98117,N
232,12816 NE 184th Ct,2.5,2,Bothell,3,"Opportunity knocks!Enjoy a prime location near all perks of downtown Bothell and Woodinville; close to shops, restaurants, wineries, trails, business parks, UW/ Cascadia. In the top-notch Northshore School District. Enjoy the peace and privacy of a natural setting on an extra large cul-de-sac lot. The home features spacious main floor living areas & 2 bedrms each w/ full bath & walk-in closet on upper level. This cosmetic fixer is an unpolished gem that you can make sparkle! Sold ""AS IS""",0.0,47.7617454,Bothell,-122.1686105,10282.0,520000,Single Family Residential,MLS Listing,1440.0,361.0,WA,Active,http://www.redfin.com/WA/Bothell/12816-NE-184th-Ct-98011/home/287732,1981.0,98011,N
233,305 9th Ave,4.0,5,Kirkland,3,Contemporary farmhouse in downtown Kirkland! Meticulous and built with pride. This 5 bedroom / 4.5 bath home is centrally located and Ideal for the Kirkland lifestyle. The combination between style and functionality makes this home truly refined!,0.0,47.6818915,Downtown,-122.2034367,5042.0,2600000,Single Family Residential,MLS Listing,3182.0,817.0,WA,Active,http://www.redfin.com/WA/Kirkland/305-9th-Ave-98033/home/113995669,2018.0,98033,N
234,17012 136TH PL SE,2.0,3,Renton,3,"Outstanding rambler in desired neighborhood. Spacious and upgraded kitchen with numerous built-ins. Pvt. backyard with detached 416 Sq. Ft. workshop, new roof, gas heat with central air, insulated windows and vinyl siding. Three spacious bedrooms. The largest bedroom would also make a fantastic family room. Hardwoods throughout, skylights, ceiling fans, quality crank out windows. Covered patio off back allows for entertaining even in the rain! Park is located across street for family fun.",0.0,47.4496279,Fairwood,-122.1582594,9418.0,430000,Single Family Residential,MLS Listing,1730.0,249.0,WA,Active,http://www.redfin.com/WA/Renton/17012-136th-Pl-SE-98058/home/227510,1966.0,98058,N
235,16430 28th Dr SE,2.25,4,Bothell,3,"Great tri-level just shy of 2000 sqft with 4 bedrooms and 2.25 bathrooms! Newer laminate flooring from entry through kitchen. Sunken living room w/ vaulted ceilings, fp with brick surround, formal dining room, kitchen with granite counters. Master suite with w/ in closet and bath. Lower level fam rm 4th br/den/off, utility room and storage area. Area has fiber optic wiring for high speed internet. Back yard with patio, deck & shed. Close to Mill Creek Town Center, walking trails and more!",0.0,47.8485588,Mill Creek,-122.19474850000002,7405.0,485000,Single Family Residential,MLS Listing,1992.0,243.0,WA,Active,http://www.redfin.com/WA/Bothell/16430-28th-Dr-SE-98012/home/2784399,1979.0,98012,N
236,1021 W McGraw St,2.25,4,Seattle,3,"New England Shake-style Dutch Colonial on corner lot w/ west views-Olympics, Puget Sound, cruise ships, W. Sea & Magnolia. Lovely millwork, hw floors. Lvrm w/ gas fp, sun room, frml dining. Kitchen w/ granite counters, eating bar, SS appls, adjacent mud rm w/ access to private patio. 3 spacious beds & full bath upstairs. 3rd flr master w/ private living area, bamboo floors, gas fp & French doors to view deck. Finished basement w/ laundry & storage. Blocks from parks, shops, grocery store, bakery & more!",0.0,47.6394393,Queen Anne,-122.37129240000002,3510.0,1985000,Single Family Residential,MLS Listing,4093.0,485.0,WA,Active,http://www.redfin.com/WA/Seattle/1021-W-McGraw-St-98119/home/132960,1923.0,98119,N
237,13505 64th Ave W,2.0,3,Edmonds,3,Rare Picnic Point rambler in a sylvan setting. Open floor plan w/ wide halls flows seamlessly from room to room. A spacious master bedroom w/ ensuite is drenched w/ sunlight from the skylights. Cozy up in front of your fireplace on those cool NW evenings. Create unforgettable meals in your cooks kitchen. From your entertainment size deck enjoy the serenity of the adjacent green belt. Watch the seasons change from the comfort of your sunroom. Come & see everything Picnic Point has to offer!,0.0,47.8759941,Picnic Point,-122.31928899999998,12632.0,889000,Single Family Residential,MLS Listing,2728.0,326.0,WA,Active,http://www.redfin.com/WA/Edmonds/13505-64th-Ave-W-98026/home/2853692,1998.0,98026,N
238,1139 3rd Ave S,1.0,3,Edmonds,3,"Mid-Century Modern retreat located in prime Edmonds location. Thoughtfully remastered, fusing modern amenities with original character. Upon entering, you’ll see the original 1955 floor to ceiling brick fireplace and adjoining plywood wall, a focal point in your living room. Gorgeous hardwoods throughout, flowing into bedrooms and complemented by walls of glass flooding your new home with light. Spacious kitchen feat. retro-inspired flooring and appliances opens into a sun-filled family room.",0.0,47.8002635,Edmonds Bowl,-122.3798925,10454.0,749000,Single Family Residential,MLS Listing,1701.0,440.0,WA,Active,http://www.redfin.com/WA/Edmonds/1139-3rd-Ave-S-98020/home/2749625,1955.0,98020,N
239,16307 1st Place W #20,2.25,4,Bothell,3,"Fresh paint, almost dry! Location! Walk to Martha Lk, North Rd Store/gas/car wash + super fast-to-work convenience. Off entry stairs to 4 bedrooms or pass by to fully stocked kitchen overlooking Grand room & den. Lovely, near-new 2006 detached 2,136 SF hm. Move-in IMMEDIATELY as a prior-to-close rental? see remarks for details. Reverse floor plan adds privacy! Careful friendly walkers! Active HOA keeps street/yards neat & tidy.",80.0,47.8499702,Martha Lake,-122.2349352,2800.0,544444,Condo/Co-op,MLS Listing,2136.0,255.0,WA,Active,http://www.redfin.com/WA/Bothell/16307-1st-Pl-W-98012/unit-20/home/17085355,2006.0,98012,N
240,24319 102nd Ave SE,3.75,6,Kent,3,"One of the kind, rare to find home located in the heart of City of Kent. It offers 6 bedrooms, 4 baths w/ disability access, 2 living rooms, 2 family rooms, 2 kitchens, 2 laundry rooms; Ideal for adult family home & other opportunities; Features magnificent Kitchen w/ top of the line SS Appliances, std alone Ice Maker, 2 Refrigerators, Slab Marbles counter tops. Hardwood floor throughout; Skylights; Brand new Wrap-around deck. 4 cars garage, RV parking & more; Large yard, veggie garden. Must see!",0.0,47.3836004,Kent,-122.205394,24057.0,749999,Single Family Residential,MLS Listing,4038.0,186.0,WA,Active,http://www.redfin.com/WA/Kent/24319-102nd-Ave-SE-98030/home/397979,1966.0,98030,N
241,10835 SE 200th St,6.0,12,Kent,3,"There are two structures on site. Building A is a single level six-plex. The structure is comprised of six two-bedroom / onebath units with 844 sq. ft. The units are furnished with a refrigerator, stove, dishwasher, garbage disposal and washer and dryer. Each unit has a 14 sq. ft. storage locker and 100 sq. ft. patio. The roof replaced in 2018 Building G is a two story multi-family six-plex built in 2006. The structure is comprised of six two-bedroom / 1.75 bath units with 950 sq. ft.",0.0,47.4226485,Kent,-122.195183,58500.0,2475000,Multi-Family (5+ Unit),MLS Listing,10764.0,230.0,WA,Active,http://www.redfin.com/WA/Kent/10835-SE-200th-St-98031/home/2076556,1967.0,98031,N
242,242 7th Ave SE,,0,Bothell,3,"Fantastic location just minutes from newly renovated downtown Bothell! Award winning Northshore school district! Adjacent house also on 3/4 acre lot to the south is also available for $425,000. Both properties are sub-dividable. Likely some wet land area on both.",0.0,47.777911,Bothell,-122.223937,33106.0,75000,Vacant Land,MLS Listing,,,WA,Active,http://www.redfin.com/WA/Bothell/242-7th-Ave-SE-Unknown/home/145563064,,98021,N
243,721 NE 55th St,2.5,4,Seattle,3,"Sited on a corner lot, rests this professionally updated Craftsman Stunner-demonstrating the utmost commitment to quality construction. The builder's attention to detail and quality is evident throughout every inch of this 4-bedroom house, boasting a second kitchen in the basement for potential income. Studs out, fully permitted, renovation completed with all new top of the line systems, lifetime siding, roof, windows, sewer line, insulation, and much more. Close to everywhere you want to be.",0.0,47.6683915,University District,-122.3196941,2528.0,895950,Single Family Residential,MLS Listing,1650.0,543.0,WA,Active,http://www.redfin.com/WA/Seattle/721-NE-55th-St-98105/home/311778,1923.0,98105,N
244,2114 NW Far Country Lane,3.0,4,Issaquah,3,"Discover one of the most beautiful & unique homes you'll ever see in Talus. Custom everything & maintained to perfection this home boasts; A/C, stamped concrete plaza courtyard w/ outdoor fireplace, exterior lighting, central vac, exquisite wine rm, in wall surround sound, box beam ceilings, wainscoting & more! Epicurean kitchen w/ oversized fridge & double oven plus butlers pantry & built in wine fridge. Fully approved 1 bedroom ADU apartment for the ultimate income potential. Simply amazing.",86.0,47.5406393,Issaquah,-122.0695812,5981.0,1125000,Single Family Residential,MLS Listing,3100.0,363.0,WA,Active,http://www.redfin.com/WA/Issaquah/2114-NW-Far-Country-Ln-98027/home/2070499,2004.0,98027,N
