,PROPERTY TYPE,ADDRESS,LOCATION,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,DAYS ON MARKET,HOA/MONTH,URL
2682,Single Family Residential 2018,12335 Upper Preston Rd SE Issaquah WA 98027,Upper Preston,949000.0,4,1.75,304,120661,55,212.,http://www.redfin.com/WA/Issaquah/12335-Upper-Preston-Rd-SE-98027/home/467711
2683,Condo/Co-op 2018,18505 SE Newport Wy Unit E321 Issaquah WA 98027,Issaquah,450000.0,3,2,109,97298,56,339.,http://www.redfin.com/WA/Issaquah/18505-SE-Newport-Way-98027/unit-E321/home/49346
2684,Single Family Residential 2018,4304 184th Ave SE Issaquah WA 98027,South Lake Sammamish,1600000.0,5,3,412,28887,59,212.,http://www.redfin.com/WA/Issaquah/4304-184th-Ave-SE-98027/home/327461
2685,Single Family Residential 2018,525 Mount Everest Lane SW Issaquah WA 98027,Squak Mountain,725000.0,3,1.75,214,11700,59,212.,http://www.redfin.com/WA/Issaquah/525-Mt-Everest-Ln-SW-98027/home/421534
2686,Single Family Residential 2018,550 Ellerwood St Issaquah WA 98027,Squak Mountain,749000.0,4,2.75,288,10603,60,212.,http://www.redfin.com/WA/Issaquah/550-SW-Ellerwood-St-98027/home/420851
2687,Single Family Residential 2018,11922 Issaquah Hobart Road Rd SE Issaquah WA 98027,Issaquah,815000.0,3,3.25,275,60270,61,212.,http://www.redfin.com/WA/Issaquah/11922-Issaquah-Hobart-Rd-SE-98027/home/422492
2688,Single Family Residential 2018,496 Newport Wy NW #12 Issaquah WA 98027,Downtown Issaquah,729000.0,3,3.5,188,3167,61,190.,http://www.redfin.com/WA/Issaquah/496-Newport-Way-NW-98027/unit-12/home/64676
2689,Single Family Residential 2018,4524 190th Ave SE Issaquah WA 98027,Lake Sammamish,899900.0,4,2.25,225,7944,61,4.0,http://www.redfin.com/WA/Issaquah/4524-190th-Ave-SE-98027/home/326879
2690,Single Family Residential 2018,24869 SE Mirrormont Dr Issaquah WA 98027,Mirrormont,975000.0,4,2.75,350,35462,62,212.,http://www.redfin.com/WA/Issaquah/24869-SE-Mirrormont-Dr-98027/home/424715
2691,Single Family Residential 2018,14718 245 Ave SE Issaquah WA 98027,Mirrormont,685000.0,4,2.5,242,48000,63,212.,http://www.redfin.com/WA/Issaquah/14718-245th-Ave-SE-98027/home/424418
2692,Single Family Residential 2018,851 Bear Ridge Dr NW Issaquah WA 98027,Talus,999500.0,4,3.25,393,4500,67,81.0,http://www.redfin.com/WA/Issaquah/851-Bear-Ridge-Dr-NW-98027/home/2080521
2693,Single Family Residential 2018,541 Wilderness Peak Dr NW Issaquah WA 98027,Issaquah,1000000.0,5,3.25,319,5635,69,212.,http://www.redfin.com/WA/Issaquah/541-Wilderness-Peak-Dr-NW-98027/home/419597
2694,Single Family Residential 2018,15920 259th Ave SE Issaquah WA 98027,Mirrormont,672500.0,5,2.5,294,46318,71,212.,http://www.redfin.com/WA/Issaquah/15920-259th-Ave-SE-98027/home/424382
2695,Mobile/Manufactured Home 2018,27515 SE High Point Wy Issaquah WA 98027,High Point,290000.0,3,1.25,134,87555,71,212.,http://www.redfin.com/WA/Issaquah/27515-SE-High-Point-Way-98027/home/2080998
2696,Vacant Land 2018,27 SE High Point Wy Issaquah WA 98027,Issaquah,35000.0,0,2.69,266,35435,74,212.,http://www.redfin.com/WA/Issaquah/27-SE-High-Point-Way-98027/home/146178318
2697,Single Family Residential 2018,14224 228th Ave SE Issaquah WA 98027,May Valley,949000.0,4,2.5,334,79392,74,134.,http://www.redfin.com/WA/Issaquah/14224-228th-Ave-SE-98027/home/422327
2698,Single Family Residential 2018,24045 SE 147th Place Issaquah WA 98027,Issaquah,649500.0,3,1.5,218,125647,74,212.,http://www.redfin.com/WA/Issaquah/24045-SE-147th-Pl-98027/home/425212
2699,Single Family Residential 2018,24819 SE Tiger Mountain Rd Issaquah WA 98027,Tiger Mountain,710000.0,3,2.25,146,133729,75,212.,http://www.redfin.com/WA/Issaquah/24819-Tiger-Mountain-Rd-SE-98027/home/425267
2700,Single Family Residential 2018,10422 240th Place SE Issaquah WA 98027,Issaquah,850000.0,3,2.75,303,90169,81,212.,http://www.redfin.com/WA/Issaquah/10422-240th-Pl-SE-98027/home/422516
2701,Vacant Land 2018,88 XX 314th Ave SE Issaquah WA 98027,Preston,649000.0,0,2.69,266,653836,88,212.,http://www.redfin.com/WA/Issaquah/88-XX-314th-Ave-SE-98027/home/146089798
2702,Single Family Residential 2018,14925 258th Ave SE Issaquah WA 98027,Mirrormont,715000.0,4,2.25,231,38610,88,212.,http://www.redfin.com/WA/Issaquah/14925-258th-Ave-SE-98027/home/424455
2703,Single Family Residential 2018,15725 249th Ave SE Issaquah WA 98027,Tiger Mountain,529950.0,3,1.75,161,44431,89,212.,http://www.redfin.com/WA/Issaquah/15725-249th-Ave-SE-98027/home/424708
2704,Single Family Residential 2018,875 Idylwood Dr SW Issaquah WA 98027,Squak Mountain,739000.0,4,2.5,241,15561,89,212.,http://www.redfin.com/WA/Issaquah/875-Idylwood-Dr-SW-98027/home/422075
2705,Townhouse 2018,2043 NW Boulder Way Dr Issaquah WA 98027,Talus,530000.0,2,2.5,109,865,90,212.,http://www.redfin.com/WA/Issaquah/2043-NW-Boulder-Way-Dr-98027/home/2061254
2706,Single Family Residential 2018,23908 SE 168th St Issaquah WA 98027,Four Lakes,809900.0,3,2.25,308,216928,97,49.0,http://www.redfin.com/WA/Issaquah/23908-SE-168th-St-98027/home/423985
2707,Vacant Land 2018,SE Bush Issaquah WA 98027,Downtown Issaquah,467000.0,0,2.69,266,6000,97,212.,http://www.redfin.com/WA/Issaquah/SE-Bush-St-98027/home/146042334
2708,Single Family Residential 2018,13009 230th Ave SE Issaquah WA 98027,Issaquah,719000.0,3,1.75,222,132858,110,212.,http://www.redfin.com/WA/Issaquah/13009-230th-Ave-SE-98027/home/422239
2709,Single Family Residential 2018,17309 270th Ave SE Issaquah WA 98027,Issaquah,1495000.0,5,5,733,219978,110,50.0,http://www.redfin.com/WA/Issaquah/17309-270th-Ave-SE-98027/home/146449505
2710,Single Family Residential 2018,1035 Idylwood Dr SW Issaquah WA 98027,Squak Mountain,599000.0,5,2.5,269,9630,114,212.,http://www.redfin.com/WA/Issaquah/1035-Idylwood-Dr-SW-98027/home/420667
2711,Single Family Residential 2018,5814 189th Ave SE Issaquah WA 98027,Cougar Mountain,1589000.0,3,2.5,333,44866,116,212.,http://www.redfin.com/WA/Issaquah/5814-189th-Ave-SE-98027/home/419219
2712,Vacant Land 2018,24214 SE 106th Place Issaquah WA 98027,Issaquah,395000.0,0,2.69,266,223027,117,212.,http://www.redfin.com/WA/Issaquah/24214-SE-106th-Pl-98027/home/145835210
2713,Vacant Land 2018,24216 SE 106th Place Issaquah WA 98027,Issaquah,395000.0,0,2.69,266,221284,117,212.,http://www.redfin.com/WA/Issaquah/24216-SE-106th-Pl-98027/home/145835211
2714,Vacant Land 2018,170 269th St SE Issaquah WA 98027,Tiger Mountain,199999.0,0,2.69,266,102801,118,212.,http://www.redfin.com/WA/Issaquah/170-269th-Ave-SE-98027/home/145985822
2715,Single Family Residential 2018,11323 206th Place SE Issaquah WA 98027,Coalfield,2495000.0,3,5,618,215186,123,65.0,http://www.redfin.com/WA/Issaquah/11323-206th-Pl-SE-98027/home/419996
2716,Single Family Residential 2018,125 Mount Pilchuck Ave SW Issaquah WA 98027,Squak Mountain,750000.0,5,2.75,312,13227,123,212.,http://www.redfin.com/WA/Issaquah/125-Mt-Pilchuck-Ave-SW-98027/home/420838
2717,Vacant Land 2018,251 SE Mirrormont Blvd Lot 83 Issaquah WA 98027,Mirrormont,179000.0,0,2.69,266,37690,124,212.,http://www.redfin.com/WA/Issaquah/251-SE-Mirrormont-Blvd-98027/unit-83/home/145683963
2718,Single Family Residential 2018,18884 SE 42nd St Issaquah WA 98027,South Lake Sammamish,12988000.0,6,7,108,39204,124,212.,http://www.redfin.com/WA/Issaquah/18884-SE-42nd-St-98027/home/327236
2719,Vacant Land 2018,252 SE Mirrormont Blvd Lot 18 Issaquah WA 98027,Mirrormont,179000.0,0,2.69,266,37690,124,212.,http://www.redfin.com/WA/Issaquah/252-SE-Mirrormont-Blvd-98027/unit-18/home/145683774
2720,Vacant Land 2018,33605 SE 99th St Snoqualmie WA 98065,Snoqualmie Ridge,2880000.0,0,2.69,266,1583404,125,212.,http://www.redfin.com/WA/Snoqualmie/33605-SE-99th-St-98065/home/467294
2721,Vacant Land 2018,284 SE Preston Wy Issaquah WA 98027,Upper Preston,225000.0,0,2.69,266,268329,133,212.,http://www.redfin.com/WA/Issaquah/284-SE-Preston-Way-98027/home/113801575
2722,Single Family Residential 2018,11808 188th Ave SE Issaquah WA 98027,May Valley,998000.0,3,3,390,34529,137,212.,http://www.redfin.com/WA/Issaquah/11808-188th-Ave-SE-98027/home/145563891
2723,Single Family Residential 2018,20036 SE 95th St Issaquah WA 98027,Issaquah,1499000.0,4,5.25,529,221284,138,212.,http://www.redfin.com/WA/Issaquah/20036-SE-95th-St-98027/home/419127
2724,Single Family Residential 2018,368 SE Darst St Issaquah WA 98027,Issaquah,797000.0,3,2.25,254,9440,138,212.,http://www.redfin.com/WA/Issaquah/368-SE-Darst-St-98027/home/420249
2725,Vacant Land 2018,151 206 Place SE Issaquah WA 98027,Renton,650000.0,0,2.69,266,222156,140,212.,http://www.redfin.com/WA/Issaquah/151-206th-Pl-SE-98027/home/145547477
2726,Vacant Land 2018,252 SE 146th St Issaquah WA 98027,Mirrormont,200000.0,0,2.69,266,80910,154,212.,http://www.redfin.com/WA/Issaquah/252-SE-146th-St-98027/home/145338468
2727,Vacant Land 2018,14 228th Ave SE Issaquah WA 98027,Highlands,598000.0,0,2.69,266,398574,159,212.,http://www.redfin.com/WA/Issaquah/14-228th-Ave-SE-98027/home/56875997
2728,Single Family Residential 2018,27207 SE 156th St Issaquah WA 98027,Tiger Mountain,575000.0,3,3.5,210,33752,166,212.,http://www.redfin.com/WA/Issaquah/27207-SE-156th-St-98027/home/22424854
2729,Single Family Residential 2018,22135 SE 134th St Issaquah WA 98027,Issaquah,1999999.0,4,7.75,107,234788,169,212.,http://www.redfin.com/WA/Issaquah/22135-SE-134th-St-98027/home/419774
2730,Vacant Land 2018,14560 Issaquah-Hobart Rd SE Issaquah WA 98027,Issaquah,250000.0,0,2.69,266,189486,212,212.,http://www.redfin.com/WA/Issaquah/14560-Issaquah-Hobart-Rd-SE-98027/home/144895921
2731,Vacant Land 2018,267XX SE 168th St Issaquah WA 98027,Issaquah,250000.0,0,2.69,266,263102,252,212.,http://www.redfin.com/WA/Issaquah/267XX-SE-168th-St-98027/home/144664572
2732,Vacant Land 2018,25116 SE 146th St Issaquah WA 98027,Issaquah,108888.0,0,2.69,266,38053,329,212.,http://www.redfin.com/WA/Issaquah/25116-SE-146th-St-98027/home/144155358
2733,Vacant Land 2018,164 Issaquah-Hobart Rd SE Issaquah WA 98027,Hobart,345000.0,0,2.69,266,275734,350,212.,http://www.redfin.com/WA/Issaquah/164-Issaquah-Hobart-Rd-SE-98027/home/130648977
2734,Vacant Land 2018,229 SE May Valley Rd. Issaquah WA 98027,Issaquah,300000.0,0,2.69,266,435600,385,212.,http://www.redfin.com/WA/Issaquah/229-SE-May-Valley-Rd-98027/home/105264796
2735,Single Family Residential 2018,912 10th Place NW #7 Issaquah WA 98027,Issaquah,1531066.0,5,3.75,400,8000,388,125.,http://www.redfin.com/WA/Issaquah/912-10th-Ave-NW-98027/unit-7/home/143438822
2736,Vacant Land 2018,13xxx Issaquah-Hobart Rd SE Issaquah WA 98027,Issaquah,250000.0,0,2.69,266,56628,774,212.,http://www.redfin.com/WA/Issaquah/13xxx-Issaquah-Hobart-Rd-SE-98027/home/108528871
2737,Vacant Land 2018,29280 SE 64th St Lot E Issaquah WA 98027,Mitchell Hill,430000.0,0,2.69,266,220414,2692,212.,http://www.redfin.com/WA/Issaquah/29280-SE-64th-St-98027/unit-E/home/40217835
2738,Vacant Land 2018,5750 290th Ave SE Lot B Issaquah WA 98027,Mitchell Hill,267000.0,0,2.69,266,331056,2692,212.,http://www.redfin.com/WA/Issaquah/5750-290th-Ave-SE-98027/unit-B/home/39958449
2739,Vacant Land 2018,29398 NE 64th St Lot D Issaquah WA 98027,Mitchell Hill,430000.0,0,2.69,266,227819,2692,212.,http://www.redfin.com/WA/Issaquah/29398-SE-64th-St-98027/unit-D/home/55520085
2740,Vacant Land 2018,29398 SE 64th St Lot C Issaquah WA 98027,Mitchell Hill,445000.0,0,2.69,266,304920,2692,212.,http://www.redfin.com/WA/Issaquah/29398-SE-64th-St-98027/unit-C/home/40220125
2741,Single Family Residential 2018,24767 SE 17th Pl Sammamish WA 98075,Ivy Estates,1045990.0,5,2.5,320,97298,231,212.,http://www.redfin.com/WA/Sammamish/24767-SE-17th-Pl-98075/home/144790189
2742,Single Family Residential 2018,24711 SE 17th Pl Sammamish WA 98075,Ivy Estates,1001990.0,5,3.5,308,97298,231,212.,http://www.redfin.com/WA/Sammamish/24711-SE-17th-Pl-98075/home/144790188
2743,Vacant Land 2018,5605 Auburn Wy S Auburn WA 98092,Academy,478725.0,0,2.69,266,209088,47,212.,http://www.redfin.com/WA/Auburn/5605-Auburn-Way-S-98092/home/217326
2744,Single Family Residential 2018,31915 162nd Place SE Auburn WA 98092,Auburn,558000.0,4,2.5,313,83746,53,212.,http://www.redfin.com/WA/Auburn/31915-162nd-Pl-SE-98092/home/380731
2745,Single Family Residential 2018,3523 Orchard Place SE Auburn WA 98092,Green Valley,399000.0,4,3,240,10115,53,212.,http://www.redfin.com/WA/Auburn/3523-Orchard-Pl-SE-98092/home/215871
2746,Single Family Residential 2018,13311 SE 290th St Auburn WA 98092,Lea Hill,1190000.0,3,3.75,623,219542,53,212.,http://www.redfin.com/WA/Auburn/13311-SE-290th-St-98092/home/403631
2747,Single Family Residential 2018,13405 SE 292nd St Auburn WA 98092,Auburn,629000.0,4,3.25,382,44907,54,212.,http://www.redfin.com/WA/Auburn/13405-SE-292nd-St-98092/home/402577
2748,Single Family Residential 2018,31226 116th Ave SE Auburn WA 98092,Lea Hill,424950.0,4,2.75,215,29029,56,212.,http://www.redfin.com/WA/Auburn/31226-116th-Ave-SE-98092/home/407396
2749,Condo/Co-op 2018,4708 Mill Pond Dr SE #1204 Auburn WA 98092,Lakeland,254950.0,3,2.25,167,97298,56,432.,http://www.redfin.com/WA/Auburn/4708-Mill-Pond-Dr-SE-98092/unit-1204/home/79020964
2750,Single Family Residential 2018,20323 SE 320th St Kent WA 98042,Lake Morton,1600000.0,4,2.75,359,356148,56,212.,http://www.redfin.com/WA/Kent/20323-SE-320th-St-98042/home/383731
2751,Single Family Residential 2018,12032 SE 297th Place #120 Auburn WA 98092,Lea Hill,544950.0,4,2.5,255,4809,57,55.0,http://www.redfin.com/WA/Auburn/12032-SE-297th-Pl-98092/unit-120/home/146406052
2752,Single Family Residential 2018,13122 SE 306th Place Auburn WA 98092,Auburn,615000.0,4,2.5,321,6171,59,40.0,http://www.redfin.com/WA/Auburn/13122-SE-306th-Pl-98092/home/146375071
2753,Single Family Residential 2018,4217 47th St SE Auburn WA 98092,Auburn,874950.0,4,3.25,487,184258,60,16.0,http://www.redfin.com/WA/Auburn/4217-47th-St-SE-98092/home/215594
2754,Single Family Residential 2018,2298 53rd St SE Auburn WA 98092,Lakeland,579990.0,4,2.75,328,8004,60,212.,http://www.redfin.com/WA/Auburn/2298-53rd-St-SE-98092/home/69356594
2755,Single Family Residential 2018,1824 66th St SE Auburn WA 98092,Lakeland,714900.0,4,2.5,363,9757,60,25.0,http://www.redfin.com/WA/Auburn/1824-66th-St-SE-98092/home/12407166
2756,Single Family Residential 2018,5619 Douglas Ave SE Auburn WA 98092,Lakeland,519950.0,3,2.5,262,4800,61,35.0,http://www.redfin.com/WA/Auburn/5619-Douglas-Ave-SE-98092/home/35625055
2757,Single Family Residential 2018,10706 SE 293rd St Auburn WA 98092,Lea Hill,585000.0,4,2.5,273,36223,61,212.,http://www.redfin.com/WA/Auburn/10706-SE-293rd-St-98092/home/405607
2758,Single Family Residential 2018,39605 Auburn Enumclaw Rd SE Auburn WA 98092,Auburn,499999.0,3,2,240,58276,61,212.,http://www.redfin.com/WA/Auburn/39605-Auburn-Enumclaw-Rd-SE-98092/home/215236
2759,Single Family Residential 2018,30213 125th Ct SE Auburn WA 98092,Lea Hill,595000.0,6,3.5,323,5075,61,51.0,http://www.redfin.com/WA/Auburn/30213-125th-Ct-SE-98092/home/69356439
2760,Single Family Residential 2018,32814 145th Place SE Auburn WA 98092,Washington National,973000.0,3,3.5,413,21967,67,110.,http://www.redfin.com/WA/Auburn/32814-145th-Pl-SE-98092/home/379932
2761,Single Family Residential 2018,13311 SE 307th St Auburn WA 98092,Lea Hill,509950.0,4,2.75,267,5354,67,47.0,http://www.redfin.com/WA/Auburn/13311-SE-307th-St-98092/home/40089492
2762,Vacant Land 2018,34022 146th Ave SE Auburn WA 98092,East Auburn,300000.0,0,2.69,266,218235,68,212.,http://www.redfin.com/WA/Auburn/34022-146th-Ave-SE-98092/home/146212570
2763,Mobile/Manufactured Home 2018,34010 146th Ave SE Auburn WA 98092,East Auburn,359000.0,0,2.69,780,216928,68,212.,http://www.redfin.com/WA/Auburn/34010-146th-Ave-SE-98092/home/2085196
2764,Single Family Residential 2018,16616 SE 352nd St Auburn WA 98092,Lake Moneysmith,1050000.0,3,2.75,461,335730,68,212.,http://www.redfin.com/WA/Auburn/16616-SE-352nd-St-98092/home/381341
2765,Vacant Land 2018,13100 SE 312th St Auburn WA 98092,Lea Hill,300000.0,0,2.69,266,69696,73,212.,http://www.redfin.com/WA/Auburn/13100-SE-312th-St-98092/home/113112201
2766,Single Family Residential 2018,11422 SE 326th Place Auburn WA 98092,Auburn,574999.0,3,2.5,302,15000,74,212.,http://www.redfin.com/WA/Auburn/11422-SE-326th-Pl-98092/home/406920
2767,Single Family Residential 2018,30322 120th Ave SE Auburn WA 98092,East Hill,519000.0,5,2.5,308,4900,74,212.,http://www.redfin.com/WA/Auburn/30322-120th-Ave-SE-98092/home/8187047
2768,Single Family Residential 2018,1547 59th Place SE Auburn WA 98092,Lakeland,474888.0,5,2.75,261,6801,81,27.0,http://www.redfin.com/WA/Auburn/1547-59th-Pl-SE-98092/home/2997521
2769,Single Family Residential 2018,18708 SE Auburn Black Diamond Rd Auburn WA 98092,East Auburn,489500.0,3,2.5,229,43575,82,212.,http://www.redfin.com/WA/Auburn/18708-SE-Auburn-Black-Diamond-Rd-98092/home/381890
2770,Single Family Residential 2018,38229 183rd Ave SE Auburn WA 98092,Wabash,465000.0,5,2.5,302,54450,82,212.,http://www.redfin.com/WA/Auburn/38229-183rd-Ave-SE-98092/home/293089
2771,Vacant Land 2018,34600 144th Ave SE Auburn WA 98092,Green Valley,305000.0,0,2.69,266,366339,83,212.,http://www.redfin.com/WA/Auburn/34600-144th-Ave-SE-98092/home/28677754
2772,Single Family Residential 2018,5501 55th St SE Auburn WA 98092,Auburn,755000.0,4,2.5,339,220262,83,212.,http://www.redfin.com/WA/Auburn/5501-55th-St-SE-98092/home/216904
2773,Single Family Residential 2018,16812 SE Auburn Black Diamond Rd. Auburn WA 98092,Black Diamond,359900.0,4,2,218,57063,85,212.,http://www.redfin.com/WA/Auburn/16812-SE-Auburn-Black-Diamond-Rd-98092/home/379945
2774,Single Family Residential 2018,31042 123rd Lane SE #69 Auburn WA 98092,Lea Hill,324900.0,3,2.5,145,1,87,160.,http://www.redfin.com/WA/Auburn/31042-123rd-Ln-SE-98092/unit-69/home/47190
2775,Vacant Land 2018,SE 117th St Auburn WA 98092,Soos Creek,129000.0,0,2.69,266,82328,94,212.,http://www.redfin.com/WA/Auburn/117th-Ave-SE-98092/home/146399734
2776,Single Family Residential 2018,1232 68th Lp SE Auburn WA 98092,Lakeland,499500.0,4,2.75,291,6044,95,26.0,http://www.redfin.com/WA/Auburn/1232-68th-Loop-SE-98092/home/3007949
2777,Single Family Residential 2018,12703 SE 295th St Auburn WA 98092,Berkshire Glen,449000.0,4,2.5,296,4992,96,212.,http://www.redfin.com/WA/Auburn/12703-SE-295th-St-98092/home/2079315
2778,Vacant Land 2018,34317 170th SE Auburn WA 98002,Lake Moneysmith,165000.0,0,2.69,266,215186,98,212.,http://www.redfin.com/WA/Auburn/34317-170th-Ave-SE-98092/home/144222817
2779,Condo/Co-op 2018,1301 67th St SE Unit 10B Auburn WA 98092,Lakeland,425000.0,3,2.5,236,97298,101,270.,http://www.redfin.com/WA/Auburn/1301-67th-St-SE-98092/unit-10B/home/3032639
2780,Vacant Land 2018,31 168th Wy SE Auburn WA 98092,Lake Morton,145000.0,0,2.69,266,88491,102,212.,http://www.redfin.com/WA/Auburn/31-168th-Way-SE-98092/home/146014905
2781,Single Family Residential 2018,12852 SE 296 Wy Auburn WA 98092,Berkshire Glen,399900.0,3,2.5,212,3400,103,29.0,http://www.redfin.com/WA/Auburn/12852-SE-296th-Way-98092/home/405565
2782,Vacant Land 2018,33007 E Lake Holm Dr SE Auburn WA 98092,Lake Holm,147900.0,0,2.69,266,41881,104,212.,http://www.redfin.com/WA/Auburn/33007-E-Lake-Holm-Dr-SE-98092/home/22719265
2783,Single Family Residential 2018,34221 136 Ave SE Auburn WA 98092,Highlands,799500.0,5,4,697,50965,105,9.0,http://www.redfin.com/WA/Auburn/34221-136th-Ave-SE-98092/home/380176
2784,Single Family Residential 2018,12115 SE 292nd Wy Auburn WA 98092,Auburn,449950.0,5,2.5,239,3778,116,55.0,http://www.redfin.com/WA/Auburn/12115-SE-292-Way-98092/home/22226119
2785,Single Family Residential 2018,29808 121st Place SE #102 Auburn WA 98092,Lea Hill,543950.0,4,2.5,270,4556,122,55.0,http://www.redfin.com/WA/Auburn/29808-121st-Pl-SE-98092/unit-102/home/145726629
2786,Single Family Residential 2018,13116 SE 306th Place Auburn WA 98092,Lea Hill,599950.0,4,2.5,322,6655,123,40.0,http://www.redfin.com/WA/Auburn/13116-SE-306th-Pl-98092/home/145535441
2787,Townhouse 2018,6309 Francis Ave SE Auburn WA 98092,Lakeland,399950.0,4,2.5,210,5570,123,130.,http://www.redfin.com/WA/Auburn/6309-Francis-Ave-SE-98092/home/3040158
2788,Townhouse 2018,4722 Mill Pond Dr SE #802 Auburn WA 98092,Lakeland,249990.0,2,2.25,140,97298,126,364.,http://www.redfin.com/WA/Auburn/4722-Mill-Pond-Dr-SE-98092/unit-802/home/17074881
2789,Single Family Residential 2018,29220 123rd Place SE #30 Auburn WA 98092,Lea Hill,544950.0,4,2.75,285,3904,144,55.0,http://www.redfin.com/WA/Auburn/29220-123rd-Pl-SE-98092/unit-30/home/145524508
